Id	Recovery Index
9149	86.47238404
4892	83.96641557
2288	33.49889417
1331	15.60371104
2772	83.70849995
3687	17.36200058
8284	40.58588349
5929	26.64267138
638	92.41056703
48	54.80812046
2603	49.26349261
1966	31.89454567
2169	36.49483536
5050	26.57389462
3335	69.03768713
3020	44.24970077
8765	32.09438339
9177	37.72806943
1361	30.2189222
5799	46.33275442
9401	44.0532076
3252	46.39165441
6301	28.31553772
2252	40.52537555
6028	46.8892875
1176	19.56624995
8800	72.71527939
3280	84.76294412
2974	36.00082311
3397	38.53904356
6940	86.38951122
966	65.12237757
8575	21.9966578
743	44.23808469
7515	38.3028851
3315	56.69997499
4899	76.99496042
9341	48.18476944
4673	22.26474355
8619	54.98815024
1218	33.42371877
4398	50.75265271
6081	33.08024301
2615	60.64773476
2621	35.80761158
8715	53.12650284
7283	72.78510997
3380	84.34195654
7302	62.75365128
9858	43.96446579
5606	67.77624815
9814	66.35438225
5787	17.57334644
8519	54.04713146
6851	70.36393575
1517	33.80835219
5099	47.16751314
7637	28.91816496
9086	37.18220971
8024	56.16102466
2393	87.93738529
587	34.79301633
3520	27.44730575
7654	34.60074407
8947	32.87916764
851	57.22041437
336	81.63557508
6635	63.63892914
8973	42.64627366
7494	62.42403703
2869	75.53590878
4873	18.64721441
3551	53.05497689
3843	35.19810868
7263	58.03515875
5825	64.81989235
24	58.85222454
1454	65.90894363
1685	46.75378862
2311	72.50905673
9064	24.52307658
9407	57.40273531
382	78.30136807
5815	75.49440673
5551	62.14380081
9309	36.46465375
1619	54.32823284
790	81.78345685
5984	34.26864604
8673	70.70837641
4476	65.54586143
5607	32.26586492
9313	31.82308485
5649	89.50598536
6217	55.08541656
2287	92.37261328
9994	56.08816377
7579	76.01735688
1184	70.63040582
6002	78.54307908
5091	20.7319101
2517	42.28189122
4123	37.57484333
5522	58.01520892
5628	78.96816222
8361	68.94840003
5873	73.5660412
8613	57.02987905
7728	42.20466175
5969	42.51924449
1181	61.45285643
8763	64.68982451
8236	27.01649512
2819	37.09130512
9965	63.2199251
8704	53.97263417
6609	52.49368149
2821	56.47162546
7536	74.89161799
2261	47.04912336
2240	68.11596508
6022	72.24819556
783	57.56311321
933	53.37223482
6203	41.90700183
2413	32.89363276
6998	54.4798337
9116	52.61408999
1157	45.43835531
8108	46.60426129
5806	51.2036889
4880	70.54714594
3310	56.20740832
8962	52.61009721
1703	32.31294982
2493	27.87884968
3707	76.93480964
8277	54.71881057
287	30.52533503
1609	74.5888176
6632	60.78424269
8279	57.24833205
7316	35.76484503
2253	62.36213275
7416	73.15624185
8366	48.66691973
1892	60.38281317
5063	39.50948228
6121	48.94263192
564	56.92884685
292	86.27064246
4717	40.08739142
7709	80.57587903
6350	69.76728896
170	78.00707638
268	55.38583657
4639	76.25011404
7078	32.74694581
3356	32.84894802
8280	38.32770367
316	35.38020664
6729	45.30558865
9496	33.01665042
4068	44.7785698
246	61.14644585
253	59.88521636
1112	81.864889
4802	75.87614299
1714	22.81891832
51	27.33958908
1836	81.90519146
7897	40.65834536
3384	62.74241056
6411	65.43737699
4314	63.00529291
873	88.93647233
1255	72.17102253
8882	56.54295136
5852	63.0225939
5703	81.96265647
8104	97.52671302
2099	27.22954845
5129	63.79010617
249	44.84358718
6562	65.08125202
1340	53.12288377
7018	57.26667952
2111	64.58549184
1570	86.18440881
1727	67.392374
8385	55.93960904
6941	68.41717165
4396	41.75570613
2421	74.68991323
3046	31.324805
5504	37.72310382
3704	63.74748087
8192	85.32359778
5332	38.87111858
9809	59.0076551
448	57.94417045
7895	53.49810473
8729	87.0110911
7829	80.2881907
1769	50.5830764
6809	45.12941142
4705	56.61047704
3870	92.45862922
1656	91.36687949
3188	73.21407202
684	43.78873256
4171	64.56134861
4478	40.22242281
462	42.84589442
5765	21.3079394
7523	65.98130633
4503	71.32025762
9710	18.31459855
319	88.1449484
1146	74.15923635
5095	89.97814195
1394	46.02567894
6624	67.75800329
1502	31.8119042
6409	52.53398206
377	41.15334715
411	54.4673851
1661	73.9047588
3152	43.17038703
1624	87.94755833
5610	31.86672852
8533	29.23102
5803	20.50944867
5307	43.32535799
7087	41.39236595
8898	78.62024497
7489	84.6645079
9616	66.73532911
9218	49.93157787
1673	53.63907395
2359	61.4701764
8468	58.95938839
275	36.55778166
2474	53.67171434
5490	41.28409065
4772	40.71340374
2108	36.2537229
7501	37.4320717
4415	62.98915527
8139	84.1755521
8661	26.78034905
8240	68.63531308
2418	51.92610339
8772	25.87737902
2237	76.40996716
3768	65.03824707
9792	37.1941872
9990	25.34801195
9966	71.7494489
7324	64.77121606
1384	23.41570259
3102	46.94916692
3922	30.05297359
6686	18.12134786
3195	44.31491526
1942	49.09434908
7714	62.37126825
4897	29.27312072
4783	62.30411431
1497	64.03098909
1958	66.19052911
9172	63.782835
9746	83.80014297
7333	54.53598277
7950	68.52162534
3018	40.54823304
6747	64.22664248
514	85.74558549
3935	79.87900854
3026	51.85820944
1200	58.29394153
5029	53.35130811
9785	44.48518774
922	29.55578579
4650	22.38657187
5333	25.00653303
1077	62.06156345
6769	23.20798592
9411	61.19001967
1672	72.75839851
475	55.61809342
9187	26.49055763
8840	71.83042025
5759	28.82185554
6298	23.27260461
2479	61.27489983
5494	75.57288878
3915	71.82553449
2139	79.04426987
5455	68.57538876
5380	78.18705558
8986	72.30568606
4024	50.21250228
3486	50.15630458
2456	65.88433301
2465	59.76530057
8697	60.208835
1370	59.53986582
6689	81.18162687
7457	78.3369712
9975	76.54210319
1902	74.79687094
4872	88.0447131
4711	80.28111664
7887	43.79372329
1794	32.77081626
2875	43.15367152
6218	60.13278027
5214	56.68510735
2246	40.47309339
1742	56.09033424
1021	52.92811254
706	43.22865662
4295	69.79891893
5577	69.26739453
7167	71.35235966
8178	33.678663
909	80.54932266
5194	39.19924882
3078	77.85285927
9367	67.33392224
595	55.33969203
5305	30.9480032
441	43.5005963
7607	42.23785314
4093	38.17493953
6135	73.65581268
11	84.27438368
3777	58.77647636
9000	43.518037
3709	63.06666819
3781	70.04203449
94	77.30625017
9240	45.6304825
3950	44.70857734
5786	30.50563683
4871	71.33882023
4803	31.34158985
4868	68.36971334
293	31.88983861
7889	45.70658962
7406	59.02940225
5596	19.75770227
2887	71.82685101
6455	65.66475033
2543	47.64930473
1766	56.27499769
6801	68.27608635
1878	85.56179035
1982	45.86818832
9730	73.50112729
9609	85.78155091
2686	39.0166758
8931	62.00896531
3459	78.02883005
4542	31.73239818
2179	41.71292017
4451	81.86370321
3860	73.0372898
7624	54.34537824
7655	57.07412139
4520	39.22459462
2518	41.40948727
4837	64.7081409
2886	60.88323576
7282	81.30095643
6256	78.42106303
4540	79.58967371
5640	66.91254686
9460	48.7507339
3482	75.84006643
1278	74.4197917
3147	75.08242997
8263	49.71820669
3206	56.11885254
9893	70.19864947
2743	65.98556943
6077	41.78531447
4048	53.12742028
5732	40.31963046
2946	23.71682892
5791	71.22633031
6795	32.65742886
6544	87.6417101
701	44.81412722
3575	64.59620624
7700	38.02436237
2516	65.77692878
3001	71.82380598
5821	31.40380699
8582	56.46277053
3685	27.33275189
2996	42.53235384
4253	76.89125209
3412	81.78953917
7963	48.59192045
6310	76.88846803
8612	46.23516347
5013	54.4098389
7751	53.77852684
5980	43.76869245
4049	47.41305111
4900	43.71562275
1319	70.70554724
9773	39.71195968
9138	81.95154126
7143	37.24088464
1898	35.18539514
7466	41.63836405
604	76.05034521
2847	56.62134101
8208	23.81381161
394	57.38261322
4437	47.88126431
9448	53.4013377
7235	85.97403468
5399	73.4126179
96	27.7049731
1663	79.28853691
8971	22.50604832
5131	40.72326033
1489	70.29101867
8317	49.65563191
2708	63.2313607
1596	41.17142071
9278	61.3533163
2378	53.9913861
5141	43.03611045
6148	41.10924886
8242	70.76351503
3949	77.04479584
3934	35.96431133
4798	44.07589232
4373	78.99413909
9863	75.79901376
8243	70.54027027
3449	86.27417448
2944	73.40280341
2466	24.59602285
8583	50.62564869
5507	83.41508975
2699	38.41585601
2448	47.08721368
20	60.0019371
2749	81.57682687
5400	19.3787025
8079	77.97360783
6872	91.18998488
4709	41.37621029
9477	47.71238464
810	43.90056173
7478	62.14600976
2274	70.0713487
1924	64.03072738
1471	42.12702701
7935	63.00396619
7408	51.25148371
2407	56.93870585
1143	32.51828341
1748	43.34500231
5710	21.65808564
4976	63.09191144
7301	44.38725578
8149	38.84511389
2834	50.53470832
3132	81.01805159
1311	35.71481473
8651	35.64125795
6775	58.0827887
6757	57.8018852
621	61.99953209
2702	57.38442645
2200	48.43657387
6197	36.97056534
8825	60.42187316
1047	56.61843831
5769	42.74450745
9948	44.99507046
9020	41.71200434
744	32.54297438
223	62.53022219
3150	80.20652044
626	85.53664386
9335	52.98886024
7567	76.59581351
4583	51.68567677
5712	59.69168742
3285	50.23117402
7586	45.39170936
9647	65.94655156
1531	67.68075323
9686	56.18209286
354	41.42109697
2475	54.98358276
8014	16.34356938
6476	70.77213175
6450	67.20373079
240	47.77858702
2626	56.89725309
9787	71.98789676
7199	82.31636236
7693	25.43804576
2998	63.39873844
6441	66.30634943
4563	73.76749317
8615	51.41589778
1480	37.65318432
1019	41.27066091
3095	72.03211497
6183	28.1071529
4961	55.15360798
8493	49.78686626
1104	41.18910199
6082	48.09778856
9526	43.2338094
5191	36.81460086
4182	92.66104055
4468	29.99650448
1627	68.73664029
6718	52.05889445
3799	62.79812452
3054	69.98948142
2868	61.29589898
1433	25.75213289
7984	34.78821645
9347	87.93304454
9420	54.89829358
4077	50.79141422
218	73.30314599
3556	32.3736496
7937	54.91536242
8422	77.29689181
1035	25.74135223
3774	71.40601675
4133	43.814998
2336	78.91788267
6493	83.39522232
1483	78.34101322
907	93.91454313
6089	28.29458088
6467	69.77380739
5677	86.56573552
2771	62.22681221
1806	25.74454154
7375	68.83110031
2115	49.18983408
4535	36.84836171
2532	39.53176421
8526	42.17631533
3471	74.14486606
1403	30.86989473
853	89.46728885
3083	42.0102843
8025	77.51861935
7566	77.20386337
5530	81.8719359
7855	43.12323841
4933	36.14599287
5160	82.81978698
9716	72.17652479
3847	53.97510638
6484	36.20474625
748	44.41489323
3035	49.94811773
348	61.35353942
3352	30.07811261
2865	72.88280051
2168	47.84339744
6955	79.79692521
6210	37.76949764
2778	48.19905229
1442	40.63724971
5658	21.33194083
9658	69.0154196
3028	60.89534891
6118	29.56525318
2484	55.00716044
2883	48.03478378
5562	56.26852008
764	93.01789388
6482	65.50217007
1617	52.55087145
1223	49.61343117
8665	74.06257071
6222	42.3232963
1577	88.9125036
9392	58.68101877
6351	80.0424976
3783	36.95020837
4375	52.40941841
709	45.72312242
510	43.05430607
2955	68.20353896
7538	63.2343662
6339	52.14793982
8923	68.74008745
7064	76.54813556
7163	86.74125505
7372	77.95445777
6829	45.3099655
3616	16.47277555
4657	87.83163426
6976	14.51832215
4351	81.73062163
712	56.23469602
6479	80.03186024
9130	57.80476317
8205	33.72449252
9204	21.53226982
713	32.73956031
9113	51.31005146
1246	29.42598132
9786	34.24796677
6849	61.38054245
5134	25.46723485
716	45.55881542
3464	58.12243983
4395	81.0195686
4569	37.89036445
8804	45.08854794
8490	48.85225057
7702	77.10804823
213	26.65303067
9768	69.34075495
6839	26.31956863
1011	22.45108241
324	57.60634231
5397	53.58722689
5991	68.16357059
3173	60.55157365
335	28.04613253
8306	41.52413452
2211	78.4314333
4272	42.07524605
6741	32.51026241
234	60.29149461
5951	21.73013303
5738	33.58339137
7922	67.9004418
2349	62.5932706
2037	36.64149399
7485	68.3501252
6007	77.66485105
4554	46.1584421
8073	29.89748617
1459	61.31613209
3289	32.52407046
3065	75.04929856
9437	43.72340128
775	43.59177212
6833	74.32880527
872	45.79559304
8750	32.70253789
1264	22.44234002
4834	35.72404536
3895	77.65490344
6324	70.90245622
9213	48.40632035
7020	21.61765129
1221	45.71613241
1447	52.70833951
3185	50.87301426
409	48.26071796
4345	33.05630109
3022	36.00827565
2304	37.06827511
6272	73.78807695
8281	42.0719237
6642	66.48438773
6956	63.51113544
2110	52.07212222
5352	45.17962743
9684	52.96635845
8344	72.07224778
4550	46.6003904
1881	52.36464513
5946	79.50645456
1738	49.64036488
7794	38.39842697
5213	65.3976951
3209	45.24955384
7083	77.90827473
2056	62.03682291
1689	67.29742786
4780	44.58956785
7476	51.38151218
7877	38.80593257
6750	79.74931393
8556	28.48555358
8123	24.20589611
6991	76.00604832
8267	70.13944088
8540	16.06907234
3393	24.65930404
6326	92.3841591
3529	68.25993167
4605	65.08521565
7024	73.00612565
6322	63.5005333
746	28.09869052
711	42.89807785
380	73.2751998
8783	71.53960334
3012	53.04399437
8859	54.36344052
7153	53.7762145
8567	28.88125132
3498	62.3542077
3890	81.24029322
4485	81.04017014
4012	91.86763503
2620	77.40920445
6671	43.0994146
6513	45.57980234
3468	62.23018178
1314	57.97817151
8606	47.30207293
2070	68.64381955
2983	64.88729188
5915	43.01994557
9171	55.6252948
1286	62.5410857
8991	25.08417931
8430	21.36547208
1350	68.35190585
2612	29.74995728
9495	56.46324304
3669	71.14022551
2222	65.93002926
428	25.32800966
654	74.36656756
9914	30.4258382
3536	60.17509768
7737	41.53901362
3246	39.52286809
4741	40.82822387
9069	70.47718517
4100	47.25061159
4101	27.94410488
6960	52.85240146
612	57.17381454
4289	29.27390604
8571	72.82011853
9713	29.77545516
1544	35.6450606
9536	51.31832647
3854	54.82358264
555	31.72519526
6366	78.71590094
512	28.24906703
3207	36.81158706
8085	69.45912674
968	81.51188435
6044	39.96754491
6880	72.90865776
6776	64.28375516
3296	67.10367078
8702	49.43426886
3430	61.92253299
8871	81.51389491
6963	56.58980003
2089	59.56312562
8500	50.42389165
6163	86.16412875
3211	79.25236466
9201	56.62545886
6606	52.19374839
1110	49.5306111
5729	72.08313965
7830	62.47518237
1039	70.04700649
1195	56.3526036
4475	59.51855675
9875	36.38752385
2123	39.9625577
4983	80.14393535
8974	46.20931212
5701	17.17568086
935	90.64733515
6102	72.7713648
4690	24.27747993
395	33.42210747
4686	32.83768939
8777	55.66544287
9166	48.19410173
5981	89.3947388
9943	90.71883846
2192	46.1027128
1298	63.67595572
5045	33.94808581
1163	55.39111965
4255	84.62289394
6373	38.16230191
1528	24.13611808
4343	40.23042644
2031	46.01963986
3061	28.99807955
59	79.96092717
2406	79.78438236
5007	80.83633507
6158	70.66295543
7376	30.77676412
4507	27.62878887
5215	65.17221917
6030	74.2203673
1781	63.13288896
5448	62.97636853
4607	62.20942043
6915	67.6257469
677	74.38225184
3583	34.00253195
3654	38.20275625
7921	45.92660076
9500	56.31973128
2733	77.9520622
4788	49.28359185
2755	56.88985337
2338	15.02138884
3644	70.39197404
7738	61.00817806
5517	45.65071025
5247	55.03153474
867	21.00327542
4448	32.84200039
5072	51.41869355
4882	58.60493932
9511	37.25266139
3003	27.23781717
2226	17.85313181
9057	78.46287895
